timestamp           ,mean_bearing_1 ,std_bearing_1 ,max_bearing_1 ,min_bearing_1 ,is_failure
2004-02-12 18:02:39 ,-0.001743      ,     0.076462 ,        0.344 ,-0.361        ,N
2004-02-12 18:12:39 ,-0.002006      ,     0.078888 ,        0.364 ,-0.325        ,N
2004-02-12 18:22:39 ,-0.002138      ,     0.077293 ,        0.396 ,-0.356        ,N
2004-02-12 18:32:39 ,-0.002202      ,     0.078217 ,        0.349 ,-0.415        ,N
2004-02-12 18:42:39 ,-0.002127      ,     0.07694  ,        0.366 ,-0.405        ,N
2004-02-12 18:52:39 ,-0.001901      ,     0.078457 ,        0.396 ,-0.396        ,N
2004-02-12 19:02:39 ,-0.001944      ,     0.078516 ,        0.403 ,-0.427        ,N
2004-02-12 19:12:39 ,-0.001852      ,     0.079359 ,        0.532 ,-0.461        ,N
2004-02-12 19:22:39 ,-0.002053      ,     0.076886 ,        0.352 ,-0.386        ,N
2004-02-12 19:32:39 ,-0.001936      ,     0.076603 ,        0.393 ,-0.4          ,N
2004-02-12 19:42:39 ,-0.002105      ,     0.078311 ,        0.442 ,-0.349        ,N
2004-02-12 19:52:39 ,-0.002426      ,     0.077342 ,        0.352 ,-0.461        ,N
2004-02-12 20:02:39 ,-0.002037      ,     0.077397 ,        0.383 ,-0.452        ,N
2004-02-12 20:12:39 ,-0.002047      ,     0.07597  ,        0.347 ,-0.347        ,N
2004-02-12 20:22:39 ,-0.001758      ,     0.078109 ,        0.388 ,-0.349        ,N
2004-02-12 20:32:39 ,-0.001896      ,     0.07864  ,        0.413 ,-0.366        ,N
2004-02-12 20:42:39 ,-0.002295      ,     0.077092 ,        0.342 ,-0.327        ,N
2004-02-12 20:52:39 ,-0.002557      ,     0.07926  ,        0.391 ,-0.386        ,N
2004-02-12 21:02:39 ,-0.002071      ,     0.076915 ,        0.408 ,-0.361        ,N
2004-02-12 21:12:39 ,-0.001876      ,     0.077177 ,        0.386 ,-0.388        ,N
2004-02-12 21:22:39 ,-0.001793      ,     0.076975 ,        0.371 ,-0.381        ,N
2004-02-12 21:32:39 ,-0.001904      ,     0.077423 ,        0.459 ,-0.383        ,N
2004-02-12 21:42:39 ,-0.001964      ,     0.076616 ,        0.393 ,-0.32         ,N
2004-02-12 21:52:39 ,-0.001947      ,     0.076931 ,        0.369 ,-0.386        ,N
2004-02-12 22:02:39 ,-0.002412      ,     0.077287 ,        0.444 ,-0.381        ,N
2004-02-12 22:12:39 ,-0.002701      ,     0.075725 ,        0.5   ,-0.361        ,N
2004-02-12 22:22:39 ,-0.001879      ,     0.076666 ,        0.391 ,-0.349        ,N
2004-02-12 22:32:39 ,-0.002236      ,     0.077368 ,        0.364 ,-0.439        ,N
2004-02-12 22:42:39 ,-0.001549      ,     0.07794  ,        0.383 ,-0.398        ,N
2004-02-12 22:52:39 ,-0.001936      ,     0.078797 ,        0.332 ,-0.437        ,N
2004-02-12 23:02:39 ,-0.002062      ,     0.077533 ,        0.383 ,-0.342        ,N
2004-02-12 23:12:39 ,-0.002091      ,     0.076862 ,        0.342 ,-0.352        ,N
2004-02-12 23:22:39 ,-0.002017      ,     0.07822  ,        0.422 ,-0.432        ,N
2004-02-12 23:32:39 ,-0.001697      ,     0.076707 ,        0.415 ,-0.393        ,N
2004-02-12 23:42:39 ,-0.001357      ,     0.077371 ,        0.359 ,-0.427        ,N
2004-02-12 23:52:39 ,-0.002454      ,     0.076951 ,        0.361 ,-0.349        ,N
2004-02-13 00:02:39 ,-0.002161      ,     0.074791 ,        0.337 ,-0.369        ,N
2004-02-13 00:12:39 ,-0.002272      ,     0.077305 ,        0.457 ,-0.447        ,N
2004-02-13 00:22:39 ,-0.001842      ,     0.076772 ,        0.342 ,-0.374        ,N
2004-02-13 00:32:39 ,-0.001707      ,     0.077703 ,        0.42  ,-0.334        ,N
2004-02-13 00:42:39 ,-0.001816      ,     0.077338 ,        0.442 ,-0.339        ,N
2004-02-13 00:52:39 ,-0.002742      ,     0.076843 ,        0.403 ,-0.352        ,N
2004-02-13 01:02:39 ,-0.001852      ,     0.074899 ,        0.359 ,-0.359        ,N
2004-02-13 01:12:39 ,-0.001559      ,     0.077615 ,        0.452 ,-0.42         ,N
2004-02-13 01:22:39 ,-0.00194       ,     0.07776  ,        0.374 ,-0.347        ,N
2004-02-13 01:32:39 ,-0.002698      ,     0.078543 ,        0.393 ,-0.378        ,N
2004-02-13 01:42:39 ,-0.002597      ,     0.075946 ,        0.356 ,-0.376        ,N
2004-02-13 01:52:39 ,-0.001834      ,     0.076689 ,        0.386 ,-0.332        ,N
2004-02-13 02:02:39 ,-0.002048      ,     0.075016 ,        0.425 ,-0.342        ,N
2004-02-13 02:12:39 ,-0.001778      ,     0.078226 ,        0.403 ,-0.352        ,N
2004-02-13 02:22:39 ,-0.001762      ,     0.07743  ,        0.42  ,-0.344        ,N
2004-02-13 02:32:39 ,-0.001758      ,     0.078296 ,        0.408 ,-0.437        ,N
2004-02-13 02:42:39 ,-0.002362      ,     0.076524 ,        0.444 ,-0.359        ,N
2004-02-13 02:52:39 ,-0.002021      ,     0.077654 ,        0.378 ,-0.381        ,N
2004-02-13 03:02:39 ,-0.001918      ,     0.075691 ,        0.378 ,-0.396        ,N
2004-02-13 03:12:39 ,-0.001782      ,     0.077926 ,        0.388 ,-0.361        ,N
2004-02-13 03:22:39 ,-0.00249       ,     0.076553 ,        0.369 ,-0.381        ,N
2004-02-13 03:32:39 ,-0.001787      ,     0.076379 ,        0.469 ,-0.398        ,N
2004-02-13 03:42:39 ,-0.002055      ,     0.076604 ,        0.33  ,-0.371        ,N
2004-02-13 03:52:39 ,-0.001872      ,     0.07726  ,        0.437 ,-0.396        ,N
2004-02-13 04:02:39 ,-0.002171      ,     0.07761  ,        0.364 ,-0.425        ,N
2004-02-13 04:12:39 ,-0.001372      ,     0.076808 ,        0.425 ,-0.378        ,N
2004-02-13 04:22:39 ,-0.001764      ,     0.076041 ,        0.42  ,-0.366        ,N
2004-02-13 04:32:39 ,-0.001753      ,     0.07602  ,        0.369 ,-0.339        ,N
2004-02-13 04:42:39 ,-0.001768      ,     0.07734  ,        0.381 ,-0.364        ,N
2004-02-13 04:52:39 ,-0.002119      ,     0.076474 ,        0.361 ,-0.334        ,N
2004-02-13 05:02:39 ,-0.001325      ,     0.076264 ,        0.354 ,-0.364        ,N
2004-02-13 05:12:39 ,-0.001446      ,     0.077964 ,        0.417 ,-0.349        ,N
2004-02-13 05:22:39 ,-0.002103      ,     0.076036 ,        0.369 ,-0.413        ,N
2004-02-13 05:32:39 ,-0.001948      ,     0.07678  ,        0.374 ,-0.352        ,N
2004-02-13 05:42:39 ,-0.001884      ,     0.075489 ,        0.349 ,-0.408        ,N
2004-02-13 05:52:39 ,-0.001549      ,     0.078933 ,        0.452 ,-0.444        ,N
2004-02-13 06:02:39 ,-0.001479      ,     0.077201 ,        0.378 ,-0.388        ,N
2004-02-13 06:12:39 ,-0.002171      ,     0.077728 ,        0.393 ,-0.383        ,N
2004-02-13 06:22:39 ,-0.001138      ,     0.077265 ,        0.417 ,-0.408        ,N
2004-02-13 06:32:39 ,-0.001995      ,     0.076664 ,        0.422 ,-0.41         ,N
2004-02-13 06:42:39 ,-0.002105      ,     0.078099 ,        0.405 ,-0.383        ,N
2004-02-13 06:52:39 ,-0.001531      ,     0.077803 ,        0.361 ,-0.437        ,N
2004-02-13 07:02:39 ,-0.001606      ,     0.079168 ,        0.359 ,-0.381        ,N
2004-02-13 07:12:39 ,-0.001776      ,     0.076372 ,        0.366 ,-0.342        ,N
2004-02-13 07:22:39 ,-0.002487      ,     0.077099 ,        0.43  ,-0.354        ,N
2004-02-13 07:32:39 ,-0.002367      ,     0.076161 ,        0.376 ,-0.376        ,N
2004-02-13 07:42:39 ,-0.002093      ,     0.07632  ,        0.356 ,-0.374        ,N
2004-02-13 07:52:39 ,-0.001836      ,     0.07633  ,        0.32  ,-0.4          ,N
2004-02-13 08:02:39 ,-0.00161       ,     0.074953 ,        0.347 ,-0.337        ,N
2004-02-13 08:12:39 ,-0.002462      ,     0.075955 ,        0.332 ,-0.33         ,N
2004-02-13 08:22:39 ,-0.002116      ,     0.076346 ,        0.464 ,-0.42         ,N
2004-02-13 08:32:39 ,-0.001407      ,     0.076146 ,        0.364 ,-0.347        ,N
2004-02-13 08:42:39 ,-0.002235      ,     0.076718 ,        0.371 ,-0.386        ,N
2004-02-13 08:52:39 ,-0.001742      ,     0.077736 ,        0.444 ,-0.349        ,N
2004-02-13 09:02:39 ,-0.001916      ,     0.078269 ,        0.349 ,-0.403        ,N
2004-02-13 09:12:39 ,-0.001815      ,     0.077689 ,        0.396 ,-0.371        ,N
2004-02-13 09:22:39 ,-0.001511      ,     0.07646  ,        0.349 ,-0.361        ,N
2004-02-13 09:32:39 ,-0.002109      ,     0.077776 ,        0.41  ,-0.417        ,N
2004-02-13 09:42:39 ,-0.00157       ,     0.075197 ,        0.344 ,-0.312        ,N
2004-02-13 09:52:39 ,-0.002288      ,     0.076753 ,        0.337 ,-0.361        ,N
2004-02-13 10:02:39 ,-0.002485      ,     0.077381 ,        0.386 ,-0.439        ,N
2004-02-13 10:12:39 ,-0.001517      ,     0.076567 ,        0.515 ,-0.4          ,N
2004-02-13 10:22:39 ,-0.001956      ,     0.076753 ,        0.371 ,-0.308        ,N
2004-02-13 10:32:39 ,-0.002237      ,     0.075878 ,        0.334 ,-0.417        ,N
2004-02-13 10:42:39 ,-0.001658      ,     0.075867 ,        0.425 ,-0.356        ,N
2004-02-13 10:52:39 ,-0.001396      ,     0.076044 ,        0.344 ,-0.381        ,N
2004-02-13 11:02:39 ,-0.002793      ,     0.075574 ,        0.452 ,-0.366        ,N
2004-02-13 11:12:39 ,-0.001773      ,     0.07619  ,        0.32  ,-0.361        ,N
2004-02-13 11:22:39 ,-0.00182       ,     0.07678  ,        0.347 ,-0.388        ,N
2004-02-13 11:32:39 ,-0.001455      ,     0.075144 ,        0.403 ,-0.342        ,N
2004-02-13 11:42:39 ,-0.002198      ,     0.078909 ,        0.466 ,-0.447        ,N
2004-02-13 11:52:39 ,-0.002208      ,     0.076892 ,        0.435 ,-0.322        ,N
2004-02-13 12:02:39 ,-0.002584      ,     0.076448 ,        0.376 ,-0.366        ,N
2004-02-13 12:12:39 ,-0.002189      ,     0.076476 ,        0.342 ,-0.32         ,N
2004-02-13 12:22:39 ,-0.001859      ,     0.077376 ,        0.356 ,-0.369        ,N
2004-02-13 12:32:39 ,-0.001791      ,     0.07846  ,        0.43  ,-0.447        ,N
2004-02-13 12:42:39 ,-0.002137      ,     0.079017 ,        0.388 ,-0.425        ,N
2004-02-13 12:52:39 ,-0.001487      ,     0.07667  ,        0.334 ,-0.369        ,N
2004-02-13 13:02:39 ,-0.001944      ,     0.077287 ,        0.408 ,-0.378        ,N
2004-02-13 13:12:39 ,-0.002222      ,     0.07648  ,        0.347 ,-0.327        ,N
2004-02-13 13:22:39 ,-0.002356      ,     0.078496 ,        0.378 ,-0.378        ,N
2004-02-13 13:32:39 ,-0.002241      ,     0.076921 ,        0.369 ,-0.408        ,N
2004-02-13 13:42:39 ,-0.001808      ,     0.077341 ,        0.427 ,-0.383        ,N
2004-02-13 13:52:39 ,-0.00204       ,     0.076147 ,        0.332 ,-0.334        ,N
2004-02-13 14:02:39 ,-0.002191      ,     0.077591 ,        0.317 ,-0.439        ,N
2004-02-13 14:12:39 ,-0.002535      ,     0.077212 ,        0.347 ,-0.439        ,N
2004-02-13 14:22:39 ,-0.002021      ,     0.07766  ,        0.391 ,-0.439        ,N
2004-02-13 14:32:39 ,-0.001932      ,     0.077794 ,        0.342 ,-0.393        ,N
2004-02-13 14:42:39 ,-0.001699      ,     0.077264 ,        0.349 ,-0.354        ,N
2004-02-13 14:52:39 ,-0.002271      ,     0.076354 ,        0.432 ,-0.396        ,N
2004-02-13 15:02:39 ,-0.002145      ,     0.078155 ,        0.435 ,-0.439        ,N
2004-02-13 15:12:39 ,-0.001728      ,     0.076142 ,        0.334 ,-0.344        ,N
2004-02-13 15:22:39 ,-0.001635      ,     0.075325 ,        0.32  ,-0.381        ,N
2004-02-13 15:32:39 ,-0.002045      ,     0.076867 ,        0.356 ,-0.359        ,N
2004-02-13 15:42:39 ,-0.001824      ,     0.075462 ,        0.344 ,-0.327        ,N
2004-02-13 15:52:39 ,-0.001489      ,     0.078249 ,        0.496 ,-0.476        ,N
2004-02-13 16:02:39 ,-0.001725      ,     0.075454 ,        0.374 ,-0.383        ,N
2004-02-13 16:12:39 ,-0.001982      ,     0.075535 ,        0.405 ,-0.366        ,N
2004-02-13 16:22:39 ,-0.002031      ,     0.076651 ,        0.381 ,-0.364        ,N
2004-02-13 16:32:39 ,-0.001444      ,     0.076737 ,        0.513 ,-0.374        ,N
2004-02-13 16:42:39 ,-0.002138      ,     0.07609  ,        0.361 ,-0.361        ,N
2004-02-13 16:52:39 ,-0.001569      ,     0.075149 ,        0.342 ,-0.327        ,N
2004-02-13 17:02:39 ,-0.00178       ,     0.078071 ,        0.322 ,-0.334        ,N
2004-02-13 17:12:39 ,-0.002097      ,     0.076328 ,        0.427 ,-0.378        ,N
2004-02-13 17:22:39 ,-0.002434      ,     0.07783  ,        0.381 ,-0.374        ,N
2004-02-13 17:32:39 ,-0.002382      ,     0.076573 ,        0.393 ,-0.352        ,N
2004-02-13 17:42:39 ,-0.001352      ,     0.078988 ,        0.396 ,-0.422        ,N
2004-02-13 17:52:39 ,-0.002103      ,     0.075361 ,        0.4   ,-0.381        ,N
2004-02-13 18:02:39 ,-0.001994      ,     0.077205 ,        0.364 ,-0.339        ,N
2004-02-13 18:12:39 ,-0.001907      ,     0.075287 ,        0.342 ,-0.381        ,N
2004-02-13 18:22:39 ,-0.001305      ,     0.078122 ,        0.393 ,-0.479        ,N
2004-02-13 18:32:39 ,-0.001973      ,     0.077423 ,        0.352 ,-0.337        ,N
2004-02-13 18:42:39 ,-0.002257      ,     0.077583 ,        0.42  ,-0.41         ,N
2004-02-13 18:52:39 ,-0.001997      ,     0.077712 ,        0.381 ,-0.371        ,N
2004-02-13 19:02:39 ,-0.00184       ,     0.076556 ,        0.393 ,-0.405        ,N
2004-02-13 19:12:39 ,-0.002377      ,     0.076146 ,        0.388 ,-0.405        ,N
2004-02-13 19:22:39 ,-0.001996      ,     0.075248 ,        0.415 ,-0.459        ,N
2004-02-13 19:32:39 ,-0.001816      ,     0.076514 ,        0.356 ,-0.398        ,N
2004-02-13 19:42:39 ,-0.00209       ,     0.076576 ,        0.337 ,-0.366        ,N
2004-02-13 19:52:39 ,-0.001629      ,     0.078624 ,        0.405 ,-0.386        ,N
2004-02-13 20:02:39 ,-0.001883      ,     0.077004 ,        0.442 ,-0.403        ,N
2004-02-13 20:12:39 ,-0.001767      ,     0.076526 ,        0.391 ,-0.442        ,N
2004-02-13 20:22:39 ,-0.00185       ,     0.07739  ,        0.366 ,-0.337        ,N
2004-02-13 20:32:39 ,-0.001708      ,     0.075871 ,        0.471 ,-0.376        ,N
2004-02-13 20:42:39 ,-0.002153      ,     0.075613 ,        0.403 ,-0.5          ,N
2004-02-13 20:52:39 ,-0.002706      ,     0.075845 ,        0.371 ,-0.369        ,N
2004-02-13 21:02:39 ,-0.002369      ,     0.077185 ,        0.371 ,-0.371        ,N
2004-02-13 21:12:39 ,-0.002247      ,     0.076661 ,        0.359 ,-0.374        ,N
2004-02-13 21:22:39 ,-0.001903      ,     0.076671 ,        0.354 ,-0.515        ,N
2004-02-13 21:32:39 ,-0.002541      ,     0.076401 ,        0.352 ,-0.383        ,N
2004-02-13 21:42:39 ,-0.002141      ,     0.078034 ,        0.376 ,-0.339        ,N
2004-02-13 21:52:39 ,-0.002179      ,     0.077307 ,        0.388 ,-0.342        ,N
2004-02-13 22:02:39 ,-0.00212       ,     0.07692  ,        0.369 ,-0.378        ,N
2004-02-13 22:12:39 ,-0.002138      ,     0.078887 ,        0.41  ,-0.393        ,N
2004-02-13 22:22:39 ,-0.001658      ,     0.07746  ,        0.381 ,-0.347        ,N
2004-02-13 22:32:39 ,-0.001582      ,     0.076868 ,        0.378 ,-0.371        ,N
2004-02-13 22:42:39 ,-0.002446      ,     0.077394 ,        0.32  ,-0.322        ,N
2004-02-13 22:52:39 ,-0.002295      ,     0.077618 ,        0.359 ,-0.442        ,N
2004-02-13 23:02:39 ,-0.001984      ,     0.078426 ,        0.354 ,-0.359        ,N
2004-02-13 23:12:39 ,-0.001493      ,     0.077451 ,        0.459 ,-0.457        ,N
2004-02-13 23:22:39 ,-0.002398      ,     0.076986 ,        0.408 ,-0.388        ,N
2004-02-13 23:32:39 ,-0.002389      ,     0.07599  ,        0.315 ,-0.364        ,N
2004-02-13 23:42:39 ,-0.002611      ,     0.077358 ,        0.369 ,-0.359        ,N
2004-02-13 23:52:39 ,-0.001871      ,     0.077541 ,        0.349 ,-0.405        ,N
2004-02-14 00:02:39 ,-0.001819      ,     0.076982 ,        0.374 ,-0.369        ,N
2004-02-14 00:12:39 ,-0.001826      ,     0.076315 ,        0.347 ,-0.386        ,N
2004-02-14 00:22:39 ,-0.002181      ,     0.07639  ,        0.388 ,-0.457        ,N
2004-02-14 00:32:39 ,-0.001991      ,     0.078191 ,        0.435 ,-0.347        ,N
2004-02-14 00:42:39 ,-0.002211      ,     0.077589 ,        0.388 ,-0.342        ,N
2004-02-14 00:52:39 ,-0.001653      ,     0.077153 ,        0.42  ,-0.42         ,N
2004-02-14 01:02:39 ,-0.002093      ,     0.077827 ,        0.386 ,-0.444        ,N
2004-02-14 01:12:39 ,-0.002283      ,     0.076111 ,        0.403 ,-0.308        ,N
2004-02-14 01:22:39 ,-0.002144      ,     0.078086 ,        0.369 ,-0.415        ,N
2004-02-14 01:32:39 ,-0.00186       ,     0.076444 ,        0.415 ,-0.322        ,N
2004-02-14 01:42:39 ,-0.002017      ,     0.077821 ,        0.347 ,-0.378        ,N
2004-02-14 01:52:39 ,-0.001846      ,     0.078074 ,        0.361 ,-0.374        ,N
2004-02-14 02:02:39 ,-0.001993      ,     0.078508 ,        0.327 ,-0.332        ,N
2004-02-14 02:12:39 ,-0.001489      ,     0.077386 ,        0.522 ,-0.356        ,N
2004-02-14 02:22:39 ,-0.002095      ,     0.077054 ,        0.378 ,-0.452        ,N
2004-02-14 02:32:39 ,-0.002164      ,     0.077824 ,        0.334 ,-0.415        ,N
2004-02-14 02:42:39 ,-0.002155      ,     0.076165 ,        0.349 ,-0.393        ,N
2004-02-14 02:52:39 ,-0.002141      ,     0.076869 ,        0.447 ,-0.349        ,N
2004-02-14 03:02:39 ,-0.00252       ,     0.075621 ,        0.381 ,-0.374        ,N
2004-02-14 03:12:39 ,-0.001525      ,     0.077076 ,        0.383 ,-0.396        ,N
2004-02-14 03:22:39 ,-0.001627      ,     0.078105 ,        0.386 ,-0.437        ,N
2004-02-14 03:32:39 ,-0.001762      ,     0.076147 ,        0.405 ,-0.369        ,N
2004-02-14 03:42:39 ,-0.00176       ,     0.077293 ,        0.352 ,-0.403        ,N
2004-02-14 03:52:39 ,-0.001607      ,     0.07586  ,        0.386 ,-0.381        ,N
2004-02-14 04:02:39 ,-0.001872      ,     0.076181 ,        0.405 ,-0.305        ,N
2004-02-14 04:12:39 ,-0.002182      ,     0.075731 ,        0.312 ,-0.347        ,N
2004-02-14 04:22:39 ,-0.001955      ,     0.076067 ,        0.386 ,-0.374        ,N
2004-02-14 04:32:39 ,-0.002213      ,     0.078587 ,        0.376 ,-0.378        ,N
2004-02-14 04:42:39 ,-0.00224       ,     0.076514 ,        0.381 ,-0.383        ,N
2004-02-14 04:52:39 ,-0.002072      ,     0.076522 ,        0.386 ,-0.396        ,N
2004-02-14 05:02:39 ,-0.001728      ,     0.076932 ,        0.366 ,-0.415        ,N
2004-02-14 05:12:39 ,-0.001999      ,     0.076636 ,        0.391 ,-0.371        ,N
2004-02-14 05:22:39 ,-0.001381      ,     0.077169 ,        0.405 ,-0.366        ,N
2004-02-14 05:32:39 ,-0.001716      ,     0.075466 ,        0.332 ,-0.425        ,N
2004-02-14 05:42:39 ,-0.002054      ,     0.078462 ,        0.376 ,-0.332        ,N
2004-02-14 05:52:39 ,-0.001629      ,     0.077432 ,        0.425 ,-0.386        ,N
2004-02-14 06:02:39 ,-0.001869      ,     0.077417 ,        0.439 ,-0.371        ,N
2004-02-14 06:12:39 ,-0.001809      ,     0.077226 ,        0.361 ,-0.422        ,N
2004-02-14 06:22:39 ,-0.002232      ,     0.075613 ,        0.361 ,-0.371        ,N
2004-02-14 06:32:39 ,-0.002218      ,     0.076117 ,        0.361 ,-0.376        ,N
2004-02-14 06:42:39 ,-0.002585      ,     0.078545 ,        0.457 ,-0.415        ,N
2004-02-14 06:52:39 ,-0.002184      ,     0.077871 ,        0.347 ,-0.356        ,N
2004-02-14 07:02:39 ,-0.0022        ,     0.077675 ,        0.398 ,-0.386        ,N
2004-02-14 07:12:39 ,-0.001616      ,     0.077842 ,        0.435 ,-0.344        ,N
2004-02-14 07:22:39 ,-0.001808      ,     0.075692 ,        0.403 ,-0.3          ,N
2004-02-14 07:32:39 ,-0.001958      ,     0.076367 ,        0.447 ,-0.371        ,N
2004-02-14 07:42:39 ,-0.001544      ,     0.077347 ,        0.413 ,-0.425        ,N
2004-02-14 07:52:39 ,-0.002203      ,     0.078392 ,        0.352 ,-0.378        ,N
2004-02-14 08:02:39 ,-0.001431      ,     0.076268 ,        0.425 ,-0.393        ,N
2004-02-14 08:12:39 ,-0.002166      ,     0.078194 ,        0.332 ,-0.364        ,N
2004-02-14 08:22:39 ,-0.001796      ,     0.078239 ,        0.439 ,-0.435        ,N
2004-02-14 08:32:39 ,-0.001498      ,     0.078819 ,        0.469 ,-0.364        ,N
2004-02-14 08:42:39 ,-0.002242      ,     0.076943 ,        0.439 ,-0.378        ,N
2004-02-14 08:52:39 ,-0.001623      ,     0.078671 ,        0.464 ,-0.344        ,N
2004-02-14 09:02:39 ,-0.002071      ,     0.076262 ,        0.408 ,-0.386        ,N
2004-02-14 09:12:39 ,-0.001615      ,     0.077566 ,        0.349 ,-0.33         ,N
2004-02-14 09:22:39 ,-0.001608      ,     0.07688  ,        0.356 ,-0.361        ,N
2004-02-14 09:32:39 ,-0.001794      ,     0.076778 ,        0.356 ,-0.32         ,N
2004-02-14 09:42:39 ,-0.00208       ,     0.077599 ,        0.374 ,-0.442        ,N
2004-02-14 09:52:39 ,-0.001761      ,     0.078044 ,        0.332 ,-0.349        ,N
2004-02-14 10:02:39 ,-0.001421      ,     0.076133 ,        0.366 ,-0.337        ,N
2004-02-14 10:12:39 ,-0.001375      ,     0.077737 ,        0.403 ,-0.378        ,N
2004-02-14 10:22:39 ,-0.001902      ,     0.076032 ,        0.417 ,-0.31         ,N
2004-02-14 10:32:39 ,-0.002536      ,     0.076877 ,        0.361 ,-0.339        ,N
2004-02-14 10:42:39 ,-0.002047      ,     0.076232 ,        0.422 ,-0.327        ,N
2004-02-14 10:52:39 ,-0.001896      ,     0.07748  ,        0.403 ,-0.352        ,N
2004-02-14 11:02:39 ,-0.001577      ,     0.076878 ,        0.356 ,-0.413        ,N
2004-02-14 11:12:39 ,-0.002377      ,     0.077618 ,        0.381 ,-0.342        ,N
2004-02-14 11:22:39 ,-0.001988      ,     0.076963 ,        0.386 ,-0.449        ,N
2004-02-14 11:32:39 ,-0.001761      ,     0.078117 ,        0.444 ,-0.383        ,N
